water,style,mode,error_ppm,old_error_ppm,conditional_lower_bound_ppm,gap_ppm,salts,ms,ra,doses
"Munich","27","modest","7.313","19.145","7.272","0.042","3","0.28","84","{""gypse"":1.8,""nacl"":4.4,""kcl"":2.8}"
"Munich","24A","minimum","13.003","22.461","12.885","0.119","4","1.02","84.8","{""gypse"":1.5,""epsom"":0.6,""nacl"":1.4,""kcl"":2.8}"
"Munich","24A","target","10.216","22.572","10.160","0.056","4","1.04","84.8","{""gypse"":1.5,""epsom"":0.6,""nacl"":1.6,""kcl"":2.8}"
"Munich","24A","modest","10.216","22.572","10.160","0.056","4","1.04","84.8","{""gypse"":1.5,""epsom"":0.6,""nacl"":1.6,""kcl"":2.8}"
"Munich","24C","minimum","13.610","23.229","12.770","0.841","3","1.22","67.5","{""gypse"":3.8,""nacl"":1.4,""kcl"":2.8}"
"Munich","24C","target","10.017","23.699","9.990","0.027","4","1.07","69","{""gypse"":3.4,""epsom"":0.6,""nacl"":1.7,""kcl"":2.7}"
"Munich","24C","modest","10.054","23.336","10.014","0.039","4","1.08","69","{""gypse"":3.4,""epsom"":0.6,""nacl"":1.6,""kcl"":2.8}"
"Munich","25B","minimum","26.244","32.694","25.359","0.885","4","0.97","72.3","{""gypse"":3,""epsom"":0.6,""nacl"":0.6,""kcl"":2.8}"
"Munich","25B","target","26.164","32.771","24.682","1.482","3","1.18","72.3","{""gypse"":3,""epsom"":0.6,""nacl"":2.8}"
"Munich","25B","modest","26.164","32.771","24.682","1.482","3","1.01","72.3","{""gypse"":3,""epsom"":0.6,""nacl"":2.8}"
"Munich","26C","minimum","16.793","20.058","16.247","0.546","3","0.29","74.1","{""gypse"":3,""nacl"":0.5,""kcl"":2.8}"
"Munich","26C","target","16.023","20.256","15.470","0.553","3","0.28","74.1","{""gypse"":3,""nacl"":1.4,""kcl"":1.7}"
"Munich","26C","modest","16.023","20.256","15.470","0.553","3","0.28","74.1","{""gypse"":3,""nacl"":1.4,""kcl"":1.7}"
"Munich","26D","minimum","9.667","19.374","9.389","0.278","4","1.92","65.4","{""gypse"":3.4,""mgcl2"":1.5,""nacl"":0.9,""kcl"":2.8}"
"Munich","26D","target","3.510","20.382","3.483","0.027","4","1.74","75.2","{""gypse"":2.2,""epsom"":1.9,""nacl"":2.1,""kcl"":2.5}"
"Munich","26D","modest","4.631","19.503","4.558","0.073","4","1.77","74.9","{""gypse"":2.3,""epsom"":1.7,""nacl"":1.8,""kcl"":2.8}"
"Munich","NA-BLONDE","minimum","12.020","19.737","11.899","0.121","3","0.30","83.2","{""gypse"":1.9,""nacl"":2.8,""kcl"":2.8}"
"Munich","NA-BLONDE","target","8.533","19.497","8.395","0.138","3","0.28","83.2","{""gypse"":1.9,""nacl"":2.8,""kcl"":2.8}"
"Munich","NA-BLONDE","modest","9.291","19.311","9.176","0.115","3","0.52","83.2","{""gypse"":1.9,""nacl"":2.8,""kcl"":2.8}"
"Munich","NA-IPA","minimum","16.930","25.791","16.581","0.350","4","0.30","53","{""gypse"":3.9,""cacl2"":1.4,""nacl"":2.8,""kcl"":2.8}"
"Munich","NA-IPA","target","14.662","25.155","14.142","0.520","4","0.29","53","{""gypse"":3.9,""cacl2"":1.4,""nacl"":2.8,""kcl"":2.8}"
"Munich","NA-IPA","modest","15.115","25.163","14.649","0.467","4","0.39","53","{""gypse"":3.9,""cacl2"":1.4,""nacl"":2.8,""kcl"":2.8}"
"Munich","NA-WEISS","minimum","19.173","21.842","18.989","0.185","3","0.16","94.9","{""gypse"":0.5,""nacl"":2.5,""kcl"":2.8}"
"Munich","NA-WEISS","target","17.469","21.087","17.312","0.157","3","0.14","94.9","{""gypse"":0.5,""nacl"":2.6,""kcl"":2.8}"
"Munich","NA-WEISS","modest","17.775","21.096","17.607","0.168","3","0.13","94.9","{""gypse"":0.5,""nacl"":2.5,""kcl"":2.8}"
"Munich","NA-STOUT","minimum","11.323","22.099","10.774","0.549","5","3.69","101","{""gypse"":1.7,""cacl2"":1.7,""nacl"":2.6,""kcl"":2.8,""nahco3"":1.1}"
"Munich","NA-STOUT","target","5.842","22.547","5.289","0.552","5","3.40","102.1","{""gypse"":1.8,""cacl2"":0.9,""nacl"":3.3,""kcl"":2.8,""nahco3"":0.9}"
"Munich","NA-STOUT","modest","10.321","21.603","9.543","0.778","5","3.48","101","{""gypse"":1.7,""cacl2"":1.7,""nacl"":2.6,""kcl"":2.8,""nahco3"":1.1}"
"Munich","NA-LAGER","minimum","20.072","23.575","19.913","0.158","3","0.17","94.9","{""gypse"":0.5,""nacl"":1.6,""kcl"":2.8}"
"Munich","NA-LAGER","target","19.234","23.358","19.094","0.140","3","0.14","94.9","{""gypse"":0.5,""nacl"":1.7,""kcl"":2.8}"
"Munich","NA-LAGER","modest","19.234","23.358","19.094","0.140","3","0.13","94.9","{""gypse"":0.5,""nacl"":1.7,""kcl"":2.8}"
"Munich","—","minimum","12.634","24.337","11.887","0.747","3","1.24","66.6","{""gypse"":3.9,""nacl"":1.6,""kcl"":2.8}"
"Munich","—","target","8.281","24.786","8.289","-0.007","4","1.13","68.2","{""gypse"":3.5,""epsom"":0.6,""nacl"":1.8,""kcl"":2.8}"
"Munich","—","modest","8.436","24.439","8.407","0.029","4","1.13","68.2","{""gypse"":3.5,""epsom"":0.6,""nacl"":1.8,""kcl"":2.8}"
"Vienne","01A","minimum","80.046","80.802","80.046","0.000","1","0.09","-79.8","{""kcl"":1.7}"
"Vienne","01A","target","79.669","80.428","79.656","0.013","1","0.08","-79.8","{""kcl"":1.7}"
"Vienne","01A","modest","79.669","80.428","79.656","0.013","1","0.08","-79.8","{""kcl"":1.7}"
"Vienne","05B","minimum","69.964","70.430","69.964","0.000","1","0.08","-79.8","{""kcl"":2.6}"
"Vienne","05B","target","69.405","69.874","69.390","0.015","1","0.07","-79.8","{""kcl"":2.6}"
"Vienne","05B","modest","69.405","69.874","69.390","0.015","1","0.07","-79.8","{""kcl"":2.6}"
"Vienne","05D","minimum","65.965","66.537","65.963","0.002","1","0.07","-79.8","{""kcl"":1.5}"
"Vienne","05D","target","65.358","65.936","65.354","0.004","1","0.07","-79.8","{""kcl"":1.5}"
"Vienne","05D","modest","65.358","65.936","65.354","0.004","1","0.07","-79.8","{""kcl"":1.5}"
"Vienne","04A","minimum","80.344","81.058","80.343","0.001","1","0.07","-79.8","{""kcl"":2.3}"
"Vienne","04A","target","79.857","80.575","79.844","0.014","1","0.07","-79.8","{""kcl"":2.3}"
"Vienne","04A","modest","79.857","80.575","79.844","0.014","1","0.22","-79.8","{""kcl"":2.3}"
"Vienne","06C","minimum","73.618","74.491","73.523","0.096","2","0.08","24.3","{""kcl"":2.8,""nahco3"":3.5}"
"Vienne","06C","target","72.139","73.030","72.039","0.100","2","0.07","24.3","{""kcl"":2.8,""nahco3"":3.5}"
"Vienne","06C","modest","72.307","73.196","72.207","0.100","2","0.07","24.3","{""kcl"":2.8,""nahco3"":3.5}"
"Vienne","08B","minimum","73.618","74.491","73.523","0.096","2","0.07","24.3","{""kcl"":2.8,""nahco3"":3.5}"
"Vienne","08B","target","72.307","73.196","72.207","0.100","2","0.07","24.3","{""kcl"":2.8,""nahco3"":3.5}"
"Vienne","08B","modest","72.307","73.196","72.207","0.100","2","0.06","24.3","{""kcl"":2.8,""nahco3"":3.5}"
"Vienne","10A","minimum","77.092","78.309","77.007","0.085","1","0.09","-79.8","{""kcl"":2.8}"
"Vienne","10A","target","76.539","77.765","76.335","0.204","1","0.08","-79.8","{""kcl"":2.8}"
"Vienne","10A","modest","76.539","77.765","76.335","0.204","1","0.08","-79.8","{""kcl"":2.8}"
"Vienne","11C","minimum","60.098","62.306","59.530","0.567","1","0.09","-79.8","{""kcl"":2.8}"
"Vienne","11C","target","58.895","61.890","58.725","0.169","1","0.08","-79.8","{""nacl"":2.8}"
"Vienne","11C","modest","59.167","61.660","58.725","0.442","1","0.08","-79.8","{""nacl"":2.7}"
"Vienne","13C","minimum","64.816","66.173","64.551","0.265","3","0.11","66","{""nacl"":0.5,""kcl"":2.8,""nahco3"":4.9}"
"Vienne","13C","target","62.159","63.832","61.854","0.305","3","0.09","66","{""nacl"":0.5,""kcl"":2.8,""nahco3"":4.9}"
"Vienne","13C","modest","62.810","64.381","62.518","0.293","3","0.10","66","{""nacl"":0.5,""kcl"":2.8,""nahco3"":4.9}"
"Vienne","15B","minimum","70.421","68.626","70.071","0.351","2","0.08","86.9","{""kcl"":2.8,""nahco3"":5.6}"
"Vienne","15B","target","68.489","66.623","68.101","0.388","2","0.09","86.9","{""kcl"":2.8,""nahco3"":5.6}"
"Vienne","15B","modest","69.239","67.405","68.871","0.368","2","0.08","86.9","{""kcl"":2.8,""nahco3"":5.6}"
"Vienne","16A","minimum","72.646","66.100","70.316","2.330","2","0.07","101.7","{""kcl"":2.8,""nahco3"":6.1}"
"Vienne","16A","target","70.484","63.504","67.848","2.636","2","0.06","101.7","{""kcl"":2.8,""nahco3"":6.1}"
"Vienne","16A","modest","71.446","64.709","69.000","2.447","2","0.06","101.7","{""kcl"":2.8,""nahco3"":6.1}"
"Vienne","20C","minimum","62.933","61.970","62.683","0.250","3","0.09","119.6","{""nacl"":0.8,""kcl"":2.8,""nahco3"":6.7}"
"Vienne","20C","target","59.375","58.338","59.091","0.285","3","0.08","119.6","{""nacl"":0.8,""kcl"":2.8,""nahco3"":6.7}"
"Vienne","20C","modest","61.329","60.336","61.067","0.262","3","0.08","119.6","{""nacl"":0.8,""kcl"":2.8,""nahco3"":6.7}"
"Vienne","18B","minimum","46.848","49.061","46.612","0.236","1","0.08","-79.8","{""kcl"":2.8}"
"Vienne","18B","target","45.737","48.312","45.464","0.273","1","0.09","-79.8","{""nacl"":2.5}"
"Vienne","18B","modest","45.904","48.187","45.464","0.439","1","0.07","-79.8","{""nacl"":2.5}"
"Vienne","21A","minimum","78.055","78.532","78.053","0.001","1","0.08","-79.8","{""kcl"":2.6}"
"Vienne","21A","target","77.480","78.067","77.430","0.050","1","0.08","-79.8","{""nacl"":2}"
"Vienne","21A","modest","77.508","77.989","77.430","0.079","1","0.10","-79.8","{""kcl"":2.6}"
"Vienne","21B","minimum","46.192","46.192","46.032","0.160","2","0.08","24.3","{""kcl"":2.8,""nahco3"":3.5}"
"Vienne","21B","target","44.072","44.072","43.900","0.172","2","0.07","24.3","{""kcl"":2.8,""nahco3"":3.5}"
"Vienne","21B","modest","44.072","44.072","43.900","0.172","2","0.08","24.3","{""kcl"":2.8,""nahco3"":3.5}"
"Vienne","21C","minimum","55.309","77.843","55.064","0.245","2","0.08","-79.8","{""nacl"":3.2,""kcl"":2.8}"
"Vienne","21C","target","53.024","77.373","52.765","0.259","2","0.08","-79.8","{""nacl"":3.2,""kcl"":2.8}"
"Vienne","21C","modest","53.239","77.295","52.981","0.257","2","0.08","-79.8","{""nacl"":3.2,""kcl"":2.8}"
"Vienne","23A","minimum","75.592","76.832","75.505","0.087","1","0.09","-79.8","{""kcl"":2.8}"
"Vienne","23A","target","75.140","76.388","74.932","0.208","1","0.09","-79.8","{""kcl"":2.8}"
"Vienne","23A","modest","75.140","76.388","74.932","0.208","1","0.08","-79.8","{""kcl"":2.8}"
"Vienne","27","minimum","48.599","51.740","48.597","0.002","2","0.08","-79.8","{""nacl"":4,""kcl"":2.8}"
"Vienne","27","target","48.833","62.385","48.832","0.001","1","0.07","-79.8","{""nacl"":6.9}"
"Vienne","27","modest","48.256","51.418","48.255","0.002","2","0.07","-79.8","{""nacl"":4,""kcl"":2.8}"
"Vienne","24A","minimum","72.124","74.015","72.107","0.017","2","0.08","-79.8","{""nacl"":1,""kcl"":2.8}"
"Vienne","24A","target","71.216","73.439","71.214","0.002","2","0.07","-79.8","{""nacl"":1.1,""kcl"":2.8}"
"Vienne","24A","modest","71.216","73.439","71.214","0.002","2","0.07","-79.8","{""nacl"":1.1,""kcl"":2.8}"
"Vienne","24C","minimum","56.974","59.350","56.953","0.021","2","0.09","-79.8","{""nacl"":1,""kcl"":2.8}"
"Vienne","24C","target","56.288","58.732","55.815","0.473","1","0.08","-79.8","{""nacl"":3.1}"
"Vienne","24C","modest","56.481","58.629","55.818","0.663","1","0.09","-79.8","{""nacl"":3.1}"
"Vienne","25B","minimum","54.377","55.778","54.338","0.039","1","0.08","-79.8","{""kcl"":2.8}"
"Vienne","25B","target","53.590","55.011","53.412","0.178","1","0.07","-79.8","{""kcl"":2.8}"
"Vienne","25B","modest","53.590","55.011","53.412","0.178","1","0.07","-79.8","{""kcl"":2.8}"
"Vienne","26C","minimum","58.238","59.255","58.232","0.006","1","0.08","-79.8","{""kcl"":2.8}"
"Vienne","26C","target","57.651","58.679","57.540","0.112","1","0.07","-79.8","{""kcl"":2.8}"
"Vienne","26C","modest","57.651","58.679","57.540","0.112","1","0.07","-79.8","{""kcl"":2.8}"
"Vienne","26D","minimum","58.547","59.578","58.497","0.050","3","0.09","45.2","{""nacl"":0.9,""kcl"":2.8,""nahco3"":4.2}"
"Vienne","26D","target","55.600","57.246","55.554","0.046","3","0.08","45.2","{""nacl"":1,""kcl"":2.8,""nahco3"":4.2}"
"Vienne","26D","modest","56.329","57.766","56.290","0.039","3","0.08","45.2","{""nacl"":1,""kcl"":2.8,""nahco3"":4.2}"
"Vienne","NA-BLONDE","minimum","70.370","71.848","70.351","0.019","2","0.08","-79.8","{""nacl"":2.3,""kcl"":2.8}"
"Vienne","NA-BLONDE","target","69.461","71.241","69.450","0.011","2","0.07","-79.8","{""nacl"":2.4,""kcl"":2.8}"
"Vienne","NA-BLONDE","modest","69.563","71.240","69.546","0.017","2","0.08","-79.8","{""nacl"":2.4,""kcl"":2.8}"
"Vienne","NA-IPA","minimum","56.068","57.111","55.768","0.300","2","0.07","-79.8","{""nacl"":2.4,""kcl"":2.8}"
"Vienne","NA-IPA","target","54.899","56.053","54.581","0.318","2","0.07","-79.8","{""nacl"":2.4,""kcl"":2.8}"
"Vienne","NA-IPA","modest","55.028","56.150","54.715","0.313","2","0.07","-79.8","{""nacl"":2.4,""kcl"":2.8}"
"Vienne","NA-WEISS","minimum","75.843","76.586","75.826","0.017","2","0.07","-79.8","{""nacl"":2,""kcl"":2.8}"
"Vienne","NA-WEISS","target","75.066","76.017","75.059","0.007","2","0.07","-79.8","{""nacl"":2.1,""kcl"":2.8}"
"Vienne","NA-WEISS","modest","75.137","76.016","75.125","0.011","2","0.07","-79.8","{""nacl"":2,""kcl"":2.8}"
"Vienne","NA-STOUT","minimum","79.894","70.003","79.223","0.671","2","0.26","86.9","{""kcl"":2.8,""nahco3"":5.6}"
"Vienne","NA-STOUT","target","78.704","68.640","78.004","0.701","2","0.07","86.9","{""kcl"":2.8,""nahco3"":5.6}"
"Vienne","NA-STOUT","modest","79.318","69.345","78.642","0.676","2","0.06","86.9","{""kcl"":2.8,""nahco3"":5.6}"
"Vienne","NA-LAGER","minimum","74.207","75.459","74.199","0.009","2","0.08","-79.8","{""nacl"":1.1,""kcl"":2.8}"
"Vienne","NA-LAGER","target","73.610","75.040","73.608","0.002","2","0.07","-79.8","{""nacl"":1.2,""kcl"":2.8}"
"Vienne","NA-LAGER","modest","73.610","75.040","73.608","0.002","2","0.07","-79.8","{""nacl"":1.2,""kcl"":2.8}"
"Vienne","—","minimum","55.080","58.203","55.057","0.023","2","0.07","-79.8","{""nacl"":1.1,""kcl"":2.8}"
"Vienne","—","target","54.394","57.573","53.794","0.600","1","0.07","-79.8","{""nacl"":3.2}"
"Vienne","—","modest","53.815","57.468","53.809","0.005","2","0.07","-79.8","{""nacl"":1.3,""kcl"":2.8}"
"Londres","01A","minimum","27.160","27.160","26.585","0.575","0","0.12","29.2","{}"
"Londres","01A","target","23.161","23.161","22.483","0.677","0","0.11","29.2","{}"
"Londres","01A","modest","23.161","23.161","22.483","0.677","0","0.11","29.2","{}"
"Londres","05B","minimum","26.550","27.144","26.548","0.002","2","0.14","15.9","{""gypse"":1.6,""kcl"":1.2}"
"Londres","05B","target","22.256","22.962","22.254","0.003","2","0.15","15.9","{""gypse"":1.6,""kcl"":1.2}"
"Londres","05B","modest","22.256","22.962","22.254","0.003","2","0.13","15.9","{""gypse"":1.6,""kcl"":1.2}"
"Londres","05D","minimum","26.519","26.519","26.513","0.006","1","0.12","12.6","{""gypse"":2}"
"Londres","05D","target","23.042","23.042","23.035","0.007","1","0.11","12.6","{""gypse"":2}"
"Londres","05D","modest","23.042","23.042","23.035","0.007","1","0.11","12.6","{""gypse"":2}"
"Londres","04A","minimum","26.491","26.498","26.489","0.002","1","0.12","20.4","{""cacl2"":0.9}"
"Londres","04A","target","22.185","22.194","22.183","0.002","1","0.12","20.4","{""cacl2"":0.9}"
"Londres","04A","modest","22.185","22.194","22.183","0.002","1","0.12","20.4","{""cacl2"":0.9}"
"Londres","06C","minimum","26.590","28.311","26.489","0.101","3","0.29","57.2","{""gypse"":0.7,""kcl"":2.7,""chaux"":0.7}"
"Londres","06C","target","19.961","22.202","19.826","0.134","3","0.27","57.2","{""gypse"":0.7,""kcl"":2.7,""chaux"":0.7}"
"Londres","06C","modest","20.216","22.432","20.083","0.133","3","0.26","57.2","{""gypse"":0.7,""kcl"":2.7,""chaux"":0.7}"
"Londres","08B","minimum","26.524","28.311","26.518","0.005","3","0.78","82.1","{""gypse"":0.6,""kcl"":2.7,""chaux"":1.2}"
"Londres","08B","target","20.129","22.432","20.122","0.007","3","0.26","82.1","{""gypse"":0.6,""kcl"":2.7,""chaux"":1.2}"
"Londres","08B","modest","20.129","22.432","20.122","0.007","3","0.26","82.1","{""gypse"":0.6,""kcl"":2.7,""chaux"":1.2}"
"Londres","10A","minimum","27.191","27.218","26.489","0.702","1","0.13","29.2","{""kcl"":1.9}"
"Londres","10A","target","20.154","21.036","20.083","0.070","2","0.14","25.1","{""gypse"":0.5,""kcl"":1.9}"
"Londres","10A","modest","20.154","21.036","20.083","0.070","2","0.12","25.1","{""gypse"":0.5,""kcl"":1.9}"
"Londres","11C","minimum","24.028","24.059","23.805","0.224","2","0.13","-72.8","{""gypse"":9.7,""cacl2"":2.2}"
"Londres","11C","target","17.674","17.715","17.369","0.305","2","0.13","-72.8","{""gypse"":9.7,""cacl2"":2.2}"
"Londres","11C","modest","20.348","20.384","20.083","0.265","2","0.13","-72.8","{""gypse"":9.7,""cacl2"":2.2}"
"Londres","13C","minimum","26.688","29.125","26.663","0.025","4","0.28","68.9","{""gypse"":1.6,""cacl2"":1,""kcl"":2.8,""chaux"":1.3}"
"Londres","13C","target","17.378","20.929","17.340","0.038","4","0.27","68.9","{""gypse"":1.6,""cacl2"":1,""kcl"":2.8,""chaux"":1.3}"
"Londres","13C","modest","20.345","23.451","20.312","0.033","4","0.27","68.9","{""gypse"":1.6,""cacl2"":1,""kcl"":2.8,""chaux"":1.3}"
"Londres","15B","minimum","26.416","26.661","25.687","0.729","3","0.40","116.4","{""gypse"":1.1,""kcl"":2.8,""chaux"":2}"
"Londres","15B","target","18.897","19.773","18.792","0.105","4","0.26","116.3","{""gypse"":1,""cacl2"":0.6,""kcl"":2.8,""chaux"":2.1}"
"Londres","15B","modest","22.663","23.398","22.575","0.087","4","0.51","116.3","{""gypse"":1,""cacl2"":0.6,""kcl"":2.8,""chaux"":2.1}"
"Londres","16A","minimum","26.621","26.649","26.530","0.091","4","0.52","102.8","{""gypse"":1.1,""cacl2"":1.9,""kcl"":2.8,""chaux"":2.1}"
"Londres","16A","target","18.667","18.707","18.536","0.131","4","0.34","102.8","{""gypse"":1.1,""cacl2"":1.9,""kcl"":2.8,""chaux"":2.1}"
"Londres","16A","modest","23.353","23.385","23.249","0.104","4","0.27","102.8","{""gypse"":1.1,""cacl2"":1.9,""kcl"":2.8,""chaux"":2.1}"
"Londres","20C","minimum","26.420","27.461","26.335","0.085","4","0.43","118.1","{""gypse"":1.7,""cacl2"":1.3,""kcl"":2.8,""chaux"":2.4}"
"Londres","20C","target","17.191","18.752","17.060","0.131","4","0.28","118.1","{""gypse"":1.7,""cacl2"":1.3,""kcl"":2.8,""chaux"":2.4}"
"Londres","20C","modest","23.124","24.306","23.026","0.097","4","0.31","118.1","{""gypse"":1.7,""cacl2"":1.3,""kcl"":2.8,""chaux"":2.4}"
"Londres","18B","minimum","26.492","27.456","26.491","0.001","2","0.15","-23.1","{""gypse"":6.3,""kcl"":2}"
"Londres","18B","target","18.724","20.065","18.722","0.002","2","0.14","-23.1","{""gypse"":6.3,""kcl"":2}"
"Londres","18B","modest","20.087","21.343","20.086","0.002","2","0.13","-23.1","{""gypse"":6.3,""kcl"":2}"
"Londres","21A","minimum","27.679","29.431","27.678","0.001","2","0.17","-63.9","{""gypse"":11.2,""kcl"":1.3}"
"Londres","21A","target","20.369","22.692","20.367","0.002","2","0.13","-63.9","{""gypse"":11.2,""kcl"":1.3}"
"Londres","21A","modest","21.629","23.829","21.627","0.002","2","0.13","-63.9","{""gypse"":11.2,""kcl"":1.3}"
"Londres","21B","minimum","30.013","29.777","30.020","-0.008","3","0.43","101.3","{""gypse"":6.4,""kcl"":2.8,""chaux"":2.6}"
"Londres","21B","target","24.544","24.255","24.554","-0.009","3","0.43","101.3","{""gypse"":6.4,""kcl"":2.8,""chaux"":2.6}"
"Londres","21B","modest","24.544","24.255","24.554","-0.009","3","0.42","101.3","{""gypse"":6.4,""kcl"":2.8,""chaux"":2.6}"
"Londres","21C","minimum","26.775","30.095","26.748","0.028","3","0.36","-42.1","{""gypse"":2.6,""cacl2"":5.1,""kcl"":2.8}"
"Londres","21C","target","19.123","23.546","19.084","0.039","3","0.15","-42.1","{""gypse"":2.6,""cacl2"":5.1,""kcl"":2.8}"
"Londres","21C","modest","20.460","24.645","20.423","0.036","3","0.19","-42.1","{""gypse"":2.6,""cacl2"":5.1,""kcl"":2.8}"
"Londres","23A","minimum","27.035","27.037","26.489","0.546","1","0.14","11.7","{""cacl2"":1.8}"
"Londres","23A","target","20.981","20.984","20.273","0.708","1","0.17","11.7","{""cacl2"":1.8}"
"Londres","23A","modest","20.981","20.984","20.273","0.708","1","0.12","11.7","{""cacl2"":1.8}"
"Londres","27","minimum","22.413","28.763","21.898","0.515","2","0.33","-2.9","{""cacl2"":3.3,""kcl"":2.8}"
"Londres","27","target","5.208","24.981","5.151","0.057","4","0.30","7","{""gypse"":0.8,""cacl2"":1.6,""nacl"":1.5,""kcl"":2.8}"
"Londres","27","modest","22.040","28.474","21.515","0.524","2","0.27","-2.9","{""cacl2"":3.3,""kcl"":2.8}"
"Londres","24A","minimum","26.569","27.652","26.489","0.080","2","0.18","20.1","{""gypse"":1.1,""kcl"":2.8}"
"Londres","24A","target","20.189","21.594","20.083","0.105","2","0.26","20.1","{""gypse"":1.1,""kcl"":2.8}"
"Londres","24A","modest","20.189","21.594","20.083","0.105","2","0.17","20.1","{""gypse"":1.1,""kcl"":2.8}"
"Londres","24C","minimum","26.581","27.617","26.489","0.092","2","0.13","4.3","{""gypse"":3,""kcl"":2.8}"
"Londres","24C","target","18.849","20.284","18.719","0.130","2","0.13","4.3","{""gypse"":3,""kcl"":2.8}"
"Londres","24C","modest","20.204","21.549","20.083","0.121","2","0.13","4.3","{""gypse"":3,""kcl"":2.8}"
"Londres","25B","minimum","26.855","28.393","26.851","0.003","2","0.13","-6.6","{""gypse"":4.3,""kcl"":1.7}"
"Londres","25B","target","20.563","22.535","20.559","0.004","2","0.17","-6.6","{""gypse"":4.3,""kcl"":1.7}"
"Londres","25B","modest","20.563","22.535","20.559","0.004","2","0.14","-6.6","{""gypse"":4.3,""kcl"":1.7}"
"Londres","26C","minimum","26.494","26.975","26.489","0.005","2","0.13","4.3","{""gypse"":3,""kcl"":1.5}"
"Londres","26C","target","20.279","20.904","20.273","0.006","2","0.16","4.3","{""gypse"":3,""kcl"":1.5}"
"Londres","26C","modest","20.279","20.904","20.273","0.006","2","0.12","4.3","{""gypse"":3,""kcl"":1.5}"
"Londres","26D","minimum","26.763","29.141","26.489","0.274","3","0.76","47.9","{""gypse"":2.4,""kcl"":2.8,""chaux"":0.8}"
"Londres","26D","target","17.493","20.951","17.071","0.422","3","0.42","47.9","{""gypse"":2.4,""kcl"":2.8,""chaux"":0.8}"
"Londres","26D","modest","20.443","23.470","20.083","0.360","3","0.54","47.9","{""gypse"":2.4,""kcl"":2.8,""chaux"":0.8}"
"Londres","NA-BLONDE","minimum","23.809","25.769","23.805","0.004","3","0.15","4.2","{""gypse"":0.9,""cacl2"":1.8,""kcl"":2.8}"
"Londres","NA-BLONDE","target","18.929","21.341","18.923","0.006","3","0.18","4.2","{""gypse"":0.9,""cacl2"":1.8,""kcl"":2.8}"
"Londres","NA-BLONDE","modest","20.278","22.547","20.273","0.005","3","0.13","4.2","{""gypse"":0.9,""cacl2"":1.8,""kcl"":2.8}"
"Londres","NA-IPA","minimum","24.732","29.909","24.680","0.052","3","0.18","-27","{""gypse"":2.9,""cacl2"":3.3,""kcl"":2.8}"
"Londres","NA-IPA","target","20.077","26.191","20.013","0.064","3","0.14","-27","{""gypse"":2.9,""cacl2"":3.3,""kcl"":2.8}"
"Londres","NA-IPA","modest","21.354","27.183","21.294","0.060","3","0.13","-27","{""gypse"":2.9,""cacl2"":3.3,""kcl"":2.8}"
"Londres","NA-WEISS","minimum","24.063","29.195","24.036","0.026","3","0.13","12.6","{""gypse"":0.6,""cacl2"":1.2,""kcl"":2.8}"
"Londres","NA-WEISS","target","19.246","25.373","19.213","0.033","3","0.12","12.6","{""gypse"":0.6,""cacl2"":1.2,""kcl"":2.8}"
"Londres","NA-WEISS","modest","20.575","26.395","20.544","0.031","3","0.17","12.6","{""gypse"":0.6,""cacl2"":1.2,""kcl"":2.8}"
"Londres","NA-STOUT","minimum","24.723","24.350","24.219","0.504","3","0.43","98.3","{""cacl2"":2.8,""kcl"":2.8,""chaux"":2}"
"Londres","NA-STOUT","target","19.482","19.006","18.838","0.644","3","0.25","98.3","{""cacl2"":2.8,""kcl"":2.8,""chaux"":2}"
"Londres","NA-STOUT","modest","23.796","23.407","23.271","0.524","3","0.63","98.3","{""cacl2"":2.8,""kcl"":2.8,""chaux"":2}"
"Londres","NA-LAGER","minimum","23.856","25.808","23.805","0.051","2","0.14","21.7","{""gypse"":0.9,""kcl"":2.8}"
"Londres","NA-LAGER","target","20.333","22.591","20.273","0.060","2","0.13","21.7","{""gypse"":0.9,""kcl"":2.8}"
"Londres","NA-LAGER","modest","20.333","22.591","20.273","0.060","2","0.13","21.7","{""gypse"":0.9,""kcl"":2.8}"
"Londres","—","minimum","26.910","27.374","26.489","0.422","2","0.14","3.4","{""gypse"":3.1,""kcl"":2.8}"
"Londres","—","target","19.311","19.952","18.719","0.592","2","0.22","3.4","{""gypse"":3.1,""kcl"":2.8}"
"Londres","—","modest","20.636","21.237","20.083","0.553","2","0.13","3.4","{""gypse"":3.1,""kcl"":2.8}"
"Dortmund","01A","minimum","88.118","88.118","88.118","0.000","0","0.05","-36.7","{}"
"Dortmund","01A","target","87.246","87.246","87.246","0.000","0","0.05","-36.7","{}"
"Dortmund","01A","modest","87.246","87.246","87.246","0.000","0","0.05","-36.7","{}"
"Dortmund","05B","minimum","78.157","78.157","78.157","0.000","0","0.06","-36.7","{}"
"Dortmund","05B","target","77.101","77.101","77.101","0.000","0","0.05","-36.7","{}"
"Dortmund","05B","modest","77.101","77.101","77.101","0.000","0","0.05","-36.7","{}"
"Dortmund","05D","minimum","75.774","75.774","75.774","0.000","0","0.05","-36.7","{}"
"Dortmund","05D","target","74.847","74.847","74.847","0.000","0","0.04","-36.7","{}"
"Dortmund","05D","modest","74.847","74.847","74.847","0.000","0","0.05","-36.7","{}"
"Dortmund","04A","minimum","87.179","87.179","87.179","0.000","0","0.05","-36.7","{}"
"Dortmund","04A","target","86.234","86.234","86.234","0.000","0","0.05","-36.7","{}"
